id,name,price,units_sold,clicks,impressions,category,description,stock,image,sub_category,conversion_rate,rating,total_rating,rating_count,discounted_price,offer,brand
79,"Popsugar Off Roader Rechargeable Remote Control Car | Monster Truck with 4 Headlight Modes | Lithium Battery | C-Type Charging | Remote Control Car for Kids | Made in India, Black Mat",6991.0,0,0,26356,Toys,"Spark joy with the **HappyTales Kids’ Book**, a **64-page hardcover** for ages 4–8. Featuring 12 illustrated2 Different Speeds: Normal and Turbo Speed;4 Modes of Headlights
2.4GHz Remote: Range over 75 feet;Running Time: Over 60 minutes
C-Type Rechargeble: In-built Lithium battery; Use the cable provided to recharge; All Terrain: Off Roading tyres and smooth suspension
Made in India: Premium Quality, BIS certified. Made with precision by locally trained skilled men and women.
Item Type Name: Off Roader Car stories about animals and friendship, it’s designed to inspire imagination. With **large print** and **colorful artwork**, it’s ideal for bedtime or classroom reading. The **durable binding** (500g, 25 x 20 cm) withstands frequent use. Each tale includes **life lessons** on kindness and courage. Not available but pre-orderable, this book is a perfect gift for young readers or parents fostering storytelling.",available,Screenshot_2025-06-19_194526.png,Toys / Ride-on Toys / Electric Ride-ons,0.0,1.0,0,0,5872.44,16,Unknown
82,"Apple 20W USB-C Power Adapter (for iPhone, iPad & AirPods)",1589.0,0,22,26729,Electronics,"The Apple 20W USB‑C Power Adapter offers fast, efficient charging at home, in the office, or on the go.
iPhone Compatability: iPhone 12 Pro, iPhone 12 Pro Max, iPhone 12 mini, iPhone 12, iPhone 11 Pro, iPhone 11 Pro Max, iPhone 11, iPhone SE (2nd generation), iPhone XS, iPhone XS Max, iPhone XR, iPhone X, iPhone 8, iPhone 8 Plus
iPad Compatability: iPad Pro 12.9-inch (4th generation), iPad Pro 12.9-inch (3rd generation), iPad Pro 12.9-inch (2nd generation), iPad Pro 12.9-inch (1st generation), iPad Pro 11-inch (2nd generation), iPad Pro 11-inch (1st generation), iPad Pro 10.5-inch, iPad Air (4th generation), iPad Air (3rd generation), iPad (8th generation), iPad (7th generation), iPad mini (5th generation)
AirPods Compatability: AirPods Max, AirPods Pro, AirPods With Wireless Charging Case, AirPods With Charging Case
Charging cable sold separately.",available,Screenshot_2025-06-20_140813.png,charger,0.0,3.0,6,2,1207.64,24,Apple
94,"OCTRA Sensing Stunt Remote Control Car Traverse Car Dancing Stunt Car Rechargeable Gesture Controlled 360 Degree Twisting Offroad All Terrain Vehicle With Lights Music Also Best For Gift,Multicolor",2999.0,0,1,25129,Toys,"✔ BEST GIFT---The remote control car with perfect packing which is a great present as a Christmas, Birthday, New Year Gift. The cool and stylish stunt car body is made of premium long lasting material plastic ensuring resistance from impact
✔ LATERAL DRIVING DESIGN--- This stunt car has a unique double sided roll design, fast lateral movement or in situ rotation. 4 wheels drive and transformable body makes the car more flexible and provide strong power torque to move on any terrain easily and stably
✔ GESTURE SENSING CONTROL--- This RC stunt car toy including watch and gesture remote control, 2.4G remote control technology. Change your gesture, and freely combine forward, backward, left / right turn, flip drive and high chassis replacement
✔ ONE KEY TRANSFORM---Just change your gesture or one click on the transformation button on the remote controller, the racing vehicle toys car will change into a off-road vehicle from a flat-shape. Provide you the realistic racing and off-road game experience
✔ POWER & SPEED---High-speed motor with overheat protection, 7.4V (1200mA) ultra-large capacity lithium battery provides very fast speed, high-grip rubber tires provides you with excellent off-road performance",available,Screenshot_2025-06-20_140931.png,Toys / Ride-on Toys / Electric Ride-ons,0.0,1.0,0,0,2519.16,16,Unknown
100,"MEKASHI Electric Ride on Car for Kids, Parental Remote, 12V Rechargeable Battery, 3 Speed, LED Lights, Music, Bluetooth, 1 to 7 Years, Swing Function, Long Wheelbase, ISI Mark, MKS001-Black",8999.0,0,0,28851,Toys,"🧒🏻[AGE-APPROPRIATE FUN] Mekashi ride-on cars cater to kids aged 12 months to 7 years. Whether your child is a toddler or a young explorer, this is a Mekashi car suitable for their age group. With extra-long legroom, this car can carry up to 35 Kgs Load and is suitable for height up to 121cm/48inch.
🎮[PARENTS, TAKE THE WHEEL!] Use the remote control to guide young riders effortlessly and take the safety and supervision in your hands. Each Mekashi ride-on car comes equipped with rechargeable 2*6V4.5Ah dual batteries and dual motor. This ensures extended playtime without interruptions.
🏎️[FEATURE RICH RIDE ON CAR] Working headlights, horn sounds, Swing Function along with Bluetooth music system create an immersive driving experience. While cruising, kids can groove to their favourite tunes!
☑️[SAFETY FIRST] Mekashi takes safety seriously. Innovative seat belts make it easy for parents to secure their child safely. Our battery-operated cars comply with International Toy Safety Regulations and are BIS certified, ensuring a secure and worry-free experience for you and your child.
🎁[IDEAL GIFT FOR CHILD] Proudly made in India, Mekashi ride-on cars meet high-quality standards and are built to last. In an event of breakage or damage during play all parts are replaceable by contacting the official customer service email on the manual. Surprise your child with a Mekashi ride-on car, a gift they’ll cherish!",available,Screenshot_2025-06-20_141442.png,Toys / Ride-on Toys / Electric Ride-ons,0.0,1.0,0,0,6299.3,30,Unknown
107,Kidsmate City Rider Musical Ride-On Car for Kids | Fun & Safe Baby Push Car with Steering Wheel & Comfortable Backrest |Perfect for Indoor & Outdoor Fun for Toddlers 1.5+ Years - Red/Yellow,799.0,0,0,22103,Toys,"🔄 EASY STEERING CONTROL – Designed with a child-friendly steering wheel, this ride on for kids allows smooth and effortless maneuvering, helping develop motor skills.
🛡️ SAFE & STURDY BUILD – Made from high-quality plastic, this kids car is strong, durable, and ensures a safe ride for endless fun.
💺 COMFORTABLE BACKREST – The ergonomic backrest provides proper support, making it comfortable for toddlers to enjoy long play sessions in their favorite car for kids.
🛞 STABLE 4-WHEEL DESIGN – This ride on for kids comes with four sturdy wheels, ensuring balance and stability on different surfaces, preventing accidental tipping.
🎵 LIGHTWEIGHT & PORTABLE – The compact and lightweight design makes this baby car easy to carry, so your child can enjoy their ride indoors and outdoors.
🚗 FUN MUSICAL RIDE – This baby car features built-in music to keep your little one entertained while riding. It enhances sensory skills and makes playtime more enjoyable.
🏠 INDOOR & OUTDOOR USE – Whether at home or in the park, this car for kids is perfect for any play environment, providing hours of entertainment.",available,Screenshot_2025-06-20_141600.png,Toys / Ride-on Toys / Electric Ride-ons,0.0,1.0,0,0,759.05,5,Unknown
109,"SoftGlow Cashmere SweaterASPEXEL Car, Remote Control Car 1:16 All Terrain Rc Truck,4x4 Remote Control All Terrain Vehicle 40Km/h, Waterproof 2.4Ghz Of Road Truck w/Two Batteries Rc Cars for Boys Age 8-12,black,blue",1999.0,0,0,21116,Toys,"This rc trucks 4x4 off road is equipped with a 390 motor, which provides powerful power and gives you the thrill of 40KM/H high-speed racing. The 2.4GHz radio remote control is responsive and won't get confused with other remotes when operating multiple vehicles. Kids can play remote control races with parents and friends indoors and outdoors.It is not only best rc cars for boys age 8-12, also a remote control car for 4-7.
This rc cars is equipped with a 2.4Ghz remote control and a 7.4V 1300mAh large-capacity rechargeable battery. 2 batteries will give you longer driving time. The anti-jamming control system enables multiple rc trucks to operate together, racing and communicating with friends and family. Each battery provides up to 30-40 minutes of playtime on a full charge. Two powerful motors can reach a speed of 20-40 KM/H. It is a best 4x4 all terrain off road rc car for kids. Enjoy exciting racing driving!
The all terrain rc truck is made of nylon (PA), which has excellent strength and abrasion resistance, allowing it to withstand any movement. The main body is made of ABS material which has high tensile strength and is very resistant to physical impact, which allows the finished plastic to withstand heavy use and harsh environmental conditions.This remote control truck is waterproof rc truck and has good fall resistance, which can give kids the excitement of racing and increase the fun of racing.
Age Range Description: Youth/Kids/Adult; Scale Name: 1:16 Scale",available,Screenshot_2025-06-20_141337.png,Toys / Ride-on Toys / Electric Ride-ons,0.0,1.0,0,0,1779.11,11,Unknown
113,"OCTRA Rc Car Remote Control Car With 720P Hd Fpv Camera, 1/18 Scale Off-Road Remote Control Truck Gravity Sensor Rc Truck, High Speed Monster Trucks For Kids Adults Gift For Boys & Girls, Multicolor",4999.0,0,0,21125,Toys,"Cuddle up with the **SnuggleFox Plush Toy**, a **40cm companion** fo【720p HD Camera】Equipped with 720p HD wifi camera, you can view and take clear photos and videos from phone APP. Movement camera widens your shooting range. capturing each moments in daily life.If you have an AR device at home, you can use this feature with the AR device for better results.
【Upgrade lithium battery】 we updated the car with li-ion battteries. The play time of each battery reaches up to 20-25 MINS on the full charge condition with the 3.7V 500mAh Ni-MH rechargeable battery. Speed is up to 15-20 KM/H with the two powerful motors. Enjoy in the exciting racing driving!
【Strong Shock Absorbers And Real Design】This truck has advanced anti-skid tires, shock absorbers and anti-collision beam, high-speed throttle response, ,sensitive steering which give support to unexpected dropping and the unstable surface of the ground. And 1.18 full scale makes it more real. It can last longer than other!
【Trajectory Ride】Trajectory mode function is the newest technology that by drawing a driving course on the touch screen on your smart phone, the car will drive accordingly. Pure fun awaits.
【High Performance Car Gift】This rc crawler comes with strong body and solid tires, you can go various terrains like road, highway, shallow sand and mud. The truck can be played on at any occasion, such as party, picnic, hike, travel etc. Easy to play and fun for indoor and outdoor. A great gift for all ages of children and adults.
r kids aged 2+. Made from **hypoallergenic polyester**, it’s ultra-soft and safe with **embroidered eyes**. Filled with **PP cotton**, it’s huggable yet durable (300g). Perfect for bedtime or play, it sparks emotional comfort. Hand-washable and ASTM-certified, it’s not available but pre-orderable. Ideal for gifting or nursery decor, this plush fox brings warmth and joy to little ones.",available,Screenshot_2025-06-20_141230.png,Toys / Ride-on Toys / Electric Ride-ons,0.0,1.0,0,0,4049.19,19,Unknown
135,Maa Bhagwati Plastic 1/18 RC Rock Crawler Car 4 WD Shaft Drive High Speed Remote Control Monster Off Road Truck (Red),1800.0,0,0,23609,Toys,"Great toy for kid: 1/18 scale remote control rock crawler, 2. 4Ghz 4wd off-road RC monster truck car
2. 4Ghz wireless control: You can control the car to go forward, backward, turn left, turn right
Off road car: Electric brushed with four big driving wheels to run on the smooth ground, sand and small hills
Shockproof and automotive: Four independent shockproof suspensions can help protect the car better
Rechargeable: 4. 8V 700mAH car battery is equipped in the car, the charging time is about 180 minutes, the playing time is about 20 minutes; batteries (2X1. 5V AA)",available,Screenshot_2025-06-20_141042.png,Toys / Ride-on Toys / Electric Ride-ons,0.0,1.0,0,0,1332.0,26,Unknown
148,Nike Men Running Shoes,4999.0,0,6,18856,Fashion,"Material typeMesh
Closure typeLace-Up
Heel typeNo Heel
Water resistance levelNot Water Resistant
Sole materialRubber
StyleRunning
Country of OriginVietnam",available,Screenshot_2025-06-19_185559.png,Shoes,0.0,1.0,0,0,3899.22,22,Nike
170,VredeVogel Kurta Set with Dupatta | Viscose Roman Silk Embroidered Kurta Set for Women | Women's Ethnic Casual Kurti Set |Kurta Pant Festive Suit,2900.0,0,0,25089,Fashion,"Fabric: Viscose Roman Silk || Dupatta Fabric: organza Print with jecard border dupatta 2.10 meter|| Pattern: Embroidered
Sleeves: Three Quarter Sleeve || Neck Type: Round Neck || Set Type: Kurta Pant & Dupatta || Sizes: S, M, L, XL, 2XL
Top Length: 44 to 45 inch Approx, Sleeve Length: 17inch, Bottom Length: 37inch, Dupatta Length: 2.10 mtr Approx
Ocassion: Traditional wear, Casual Wear, party wear, evening wear,Please Click On Brand Name ""VredeVogel"" For More Products.
Product color may sligh",available,Screenshot_2025-06-19_190830.png,Kurta with Pant,0.0,1.0,0,0,2697.0,7,Unknown
187,VredeVogel Women's Silk Blend Embroidered Straight Kurta Pant Set with Organza Dupatta,1499.0,0,0,18396,Fashion,"Fabric: Silk Blend || Dupatta Fabric: Organza Dupatta 2.25 mtr
Length: Knee Length || Bottom Type: Pant || Neck Type: Round
Sleeves: Three-quarter Sleeves || Set Type: Kurta with Bottom wear and Dupatta
Pattern: Embroidered || Age Range Description: Adult || Sizes: S, M, L, XL, 2XL, 3XL
Product color may slightly vary due to photographic lighting sources or your monitor settings",available,Screenshot_2025-06-19_190935.png,Kurta with Pant,0.0,1.0,0,0,1334.11,11,Unknown
190,KLOSIA Women Viscose Straight Block Printed Kurta Pant With Dupatta,799.0,0,0,24538,Fashion,"★ Fit Type: Straight; Salwar Suits : Straight Kurta Pant and printed Dupatta Set
★ Product Material :- Viscose || Colour :- White || Pattern :- Block Printed
★ Style :- Straight Kurta || Sleeve Length :- 3/4 Sleeve || Bottom :- Pant
★ Sizes :- S,M,L,XL,XXL (All Ragular Size Avalible)
★ Item Length :- Casual || Occasion :- Casual ,Office wear ,Party ,Wedding , Ragular & Festive",available,Screenshot_2025-06-19_193049.png,Kurta with Pant,0.0,1.0,0,0,727.09,9,Unknown
226,Wear Your Opinion Men's Premium Pique Cotton Polo Collar Neck T-Shirt,699.0,0,0,21366,Fashion,"Brand: Wear Your Opinion
52% Cotton, 48% Polyester Material
Breathable fabric keeps you cool in warm weather
Collared neckline adds a touch of sophistication
Comfortable fit for all-day wear",available,Screenshot_2025-06-19_183042.png,T-shirt,0.0,1.0,0,0,538.23,23,Unknown
227,"Boat Airdopes 141, Low Latency, ENx Tech, 42HRS Battery, Fast Charge, IWP, IPX4, v5.1 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Bold Black)",30.0,0,2,0,Electronics,earburds,available,Screenshot_2025-06-19_174014.png,Wireless Earbuds,0.0,1.0,0,0,25.8,14,Boat
228,Wireless Keyboard,853.0,0,12,0,Electronics,"Portronics Key7 Combo Wireless Keyboard & Mouse Set with Copilot AI, 2.4 GHz USB Receiver, 10m Range, 12 Shortcut Keys, Adjustable DPI (Up to 1600), 10M Key Life for PC, Laptop, Mac(Grey+Orange)",available,Screenshot_2025-06-18_183345.png,Computer Accessories ,0.0,1.0,0,0,733.58,14,Unknown
229,Stvin Magnetic Cable Clips,299.0,24,7,0,Mobile Accessory,"Stvin Magnetic Cable Clips for Wire and Cord Management, Office and Home Desk Organizer for Phone, Laptop, Tablet, and Car, Pack of 8 (Black)",available,Screenshot_2025-06-18_183525.png,Cable Clips,342.86,1.0,0,0,227.24,24,Unknown
230,Wireless Headphone,1999.0,0,0,0,Mobile Accessory,"APES Fusion Style Wireless Headphone, 40mm Dynamic Drivers, 50Hrs Playtime, Fast Charge (Black Grey)
",available,Screenshot_2025-06-18_183637.png,Headphone,0.0,1.0,0,0,1879.06,6,Unknown
231,Double Door Refrigerator,32990.0,0,5,0,Home Appliances,"Haier 328 L, 3 Star, Convertible 10-in-1, Triple Inverter & Dual Fan Motor Technology, Frost Free Double Door Refrigerator (HEF-333TS-P, Inox Steel)",available,Screenshot_2025-06-18_183802.png,Refrigerators,0.0,1.0,0,0,26062.1,21,Haier
232,Sony PlayStation,44990.0,0,4,0,Electronics,Sony PlayStation®5 Digital Edition (slim) Console Video Game,available,Screenshot_2025-06-18_183916.png,PlayStation,0.0,1.0,0,0,40041.1,11,Unknown
234,Portable Tyre Inflator,2299.0,0,1,0,Electronics,amazon basics Metal Compact Portable Tyre Inflator |12V |150 PSI |Digital Tyre Inflator with Carrying Case,available,Screenshot_2025-06-18_184258.png,Tyre Inflator,0.0,1.0,0,0,1931.16,16,Unknown
236,Half Sleeve T-Shirts,489.0,0,2,0,Fashion,FUNDAY FASHION Women Cotton Half Sleeve Printed Oversized Relaxed Fit T-Shirts/Girls (Pack Of 2),available,Screenshot_2025-06-18_184637.png,T-shirt,0.0,1.0,0,0,342.3,30,Unknown
237,Embroidered Kurta with Pant,2399.0,0,0,0,Fashion,Morpunkhi Cutwork Floral Embroidered Kurta with Pant & Pure Cotton Floral Dupatta - Powder Blue,available,Screenshot_2025-06-18_184757.png,Kurta with Pant,0.0,1.0,0,0,2135.11,11,Unknown
238,Van Heusen Men's T-Shirt,699.0,0,2,0,Fashion,Van Heusen Men's Cotton Solid Regular Fit T-Shirt,available,Screenshot_2025-06-18_184934.png,T-shirt,0.0,1.0,0,0,531.24,24,Unknown
239,Converse Sneakers,5299.0,0,0,0,Fashion,Converse Women Chuck Taylor All Star Move Platform High-top Sneakers,available,Screenshot_2025-06-18_185041.png,shoes,0.0,1.0,0,0,4663.12,12,Sneakers
240,Under Sink RO Water Purifier,16199.0,0,3,0,Home Appliances,"AO Smith X5+Neo Under Sink RO Water Purifier for Home | Copper Fortified Mineralizer | 6 Stage 100% RO Purification | Quick Dispense Gooseneck Faucet | 6L Storage | 1-Year Comprehensive Warranty
",available,Screenshot_2025-06-18_185219.png,Water Purifier ,0.0,1.0,0,0,14093.13,13,Unknown
241,Electric Waffle Iron  Pancake Maker,695.0,0,1,0,Electronics,"DDN_R_ Mini Waffle Maker Machine 3 In 1 Easy To Clean Dual Side Plate, Perfect For Pan Cakes, Dessert, Breakfast - 350 Watts, 4 Inch, Electric Waffle Iron Pancake Maker (RED, STANDERD)",available,Screenshot_2025-06-18_185326.png,Pancake Maker,0.0,1.0,0,0,583.8,16,Unknown
243,Siberian Hand Forged Knife,999.0,0,0,0,Kitchen Appliances,Machado Set of 3 Chef's Butcher Cleaver German Made Siberian Hand Forged Knife - Premium Kitchen Knives Set for Precision Cooking,available,Screenshot_2025-06-18_185634.png,Knife,0.0,1.0,0,0,749.25,25,Unknown
244,Aquaminder Smart Water Bottle,1195.0,0,0,0,Kitchen Appliances,"Aquaminder Smart Water Bottle Glows & Beeps to Remind You to Drink More 770 ml Chug Cap Bottle For Adults and Kids Perfect For Gift, Travel, Gym, Yoga, Black, Silicone
",available,Screenshot_2025-06-18_185800.png,Water Bottle,0.0,1.0,0,0,1051.6,12,Unknown
245,Battery Jeep,8499.0,0,1,0,Toys,LITTLE PUP Kids Battery Operated Big Size Jeep 12V Battery Jeep Battery Operated Ride On (Dark Black),available,Screenshot_2025-06-18_185905.png,Batter jeep,0.0,1.0,0,0,7394.13,13,Unknown
246,Rechargeable Ride on Scootercfor kids,8499.0,0,0,0,Toys,"Shipeeship Electric Rechargeable Ride on Scooter for Kids with Hand Race, Music, Led Lights, Supporting Wheels and 2x6v Battery Operated Kids Scooter (Red)",available,Screenshot_2025-06-18_190019.png,Scooter for kids,0.0,1.0,0,0,7904.07,7,Unknown
247,Frameless Full HD 1080p Smart LED TV,13300.0,0,0,0,Electronics,"vistek 40"" Frameless Full HD 1080p Smart LED TV | HDMI, USB, AV Ports | Wall Mount Ready | Sleek Slim Design for Home Entertainment",available,Screenshot_2025-06-18_190128.png,led tv ,0.0,1.0,0,0,12236.0,8,Unknown
248,Wireless Bluetooth 5.3 Speakers,3299.0,0,1,0,Electronics,"Tribit Updated Version XSound Go Wireless Bluetooth 5.3 Speakers with Loud Stereo Sound & Rich Bass 16W,24H Playtime,150 ft Bluetooth Range,Outdoor Lightweight IPX7 Waterproof,Built-in Mic (Black)",available,Screenshot_2025-06-18_190408.png,Speaker,0.0,1.0,0,0,2573.22,22,Unknown
249,Semi-Automatic Top Load Washing Machine,9299.0,0,0,0,Electronics,"Godrej 7 Kg 5 Star, Active Soak Technology Semi-Automatic Top Load Washing Machine (WS EDGE CLS 70 5.0 PN2 GPGR, Graphite Grey, 460 W PowerMax Wash For Heavy Laundry Wash)",available,Screenshot_2025-06-18_191626.png,Washing Machine ,0.0,1.0,0,0,8369.1,10,Unknown
251,Ampere Powered by Greaves Electric Mobility Magnus Neo High Speed Electric Scooter Glosyy Black with Portable Charger Booking For Ex-Showroom,84999.0,0,0,0,Toys,"Performance: Certified Range Per Charge | Top Speed |Acceleration |Motor Power: Performance: 118 km per charge | Top Speed 65 kmph | Acceleration 6.5 Sec (0-40km/h) | Motor Power (Nominal |Peak): 1.5 kW | 2.4 kW
Battery: 1 Battery | Capacity 2.3 kwh | Charger Time: 5-6 hrs | Hub Motor | Ip67 Rated
Design: LED Light | Tire Size - Front: 3.00-10, Rear: 3.00-10 | Alloy Wheel | Brake Front Brake: Drum Brake Rear Brake: Drum Brake CBS (Combined Braking System): Available | suspension - (Front) Telescopic Fork, (Rear) Coil spring with twin shock absorbers
Dimension: Vehicle Length 1915 mm| Saddle Height 770mm | Ground Clearance 165 mm| Wheelbase 1390 mm| Kerb Weight 108 kg
Smart Features: LCD instrument console, Bluetooth Connectivity: Optional smart connectivity is available, allowing riders to connect their smartphones to the scooter for additional functionalities. Riding Mode: The scooter offers three riding modes, including a reverse mode for easy manoeuvring
Sleek, Foldable & Ergonomic Design: Designed for both style and practicality, this lightweight and compact scooter features a foldable frame for easy storage at home, work, or on public transport. Ergonomic handlebars and an anti-slip footrest ensure comfort during your ride.
Compact Dimensions for Portability: Weighs only (insert weight) for easy carrying and storage. When folded, it measures (insert folded dimensions), making it ideal for tight spaces. Unfolded dimensions offer a comfortable and stable ride without compromising safety.",available,Screenshot_2025-06-18_192016.png,Electric Scooter,0.0,1.0,0,0,60349.29,29,Unknown
252,"Kawaii Kids Speed 888 Ride On 12V Rechargeable Battery Operated Solid Designed Jeep for 1 to 7 Year Kids, with Parental Remote, Bluetooth Connectivity (MERC Black)",9499.0,7,2,0,Toys,"Rechargeable Battery: This ride-on jeep is powered by a 12V rechargeable battery, providing ample playtime for your little one.
Durable Design: Featuring a solid construction, this jeep is built to withstand the rigours of active play.
Age-Appropriate: Suitable for children aged 1 to 7 years, this ride-on vehicle promotes physical activity and imaginative play.
Kawaii Style: With its cute and charming design, this jeep appeals to both boys and girls, fostering a love for vehicles from an early age.
Compact Size: Designed for indoor and outdoor use, this ride-on jeep's compact dimensions allow for easy maneuvering in small spaces.",available,Screenshot_2025-06-18_192307.png,Kids Car,350.0,1.0,0,0,7029.26,26,Unknown
254,"Luminous ILTT 18060 150Ah Tall Tubular Plate Inverter Battery for Home, Office & Shops",14599.0,0,0,0,Electronics,"Battery Details- Type:Tall tubular battery; Capacity: 150Ah/12V; Construction: rugged construction; water level indicators: 6<br>
Nominal Voltage: 12V; Rated Capacity: 150 Ah; Electrolyte Volume: 20.00 Liter (+/- 5%)<br>
Extra-strong, flexible oxidation-resistant gauntlet for better performance and long life, Puncture-resistant polyethylene separator which minimize the possibility of internal short circuits, High Durability with sealed plastic housing.<br>
Warranty: 5 Year battery (36 Months (Flat) + 24 Months (Pro-rata))<br>
Item Dimensions: 50.2 x 19.1 x 44 CM<br>
Item Weight: 55Kg<br>
Installation: Please check with seller during delivery for installation of your Inverter battery. If you are installing inverter/battery for the first time then you may need additional electrical wiring setup & electrical socket for which additional charges may apply; Exchange: Please check with seller during delivery if exchange is possible for your old batteries. Depending on the battery brand, weight and condition, it can get you upto INR 2500 as exchange amount",available,Screenshot_2025-06-18_192626.png,Tubular Plate Inverter Battery,0.0,1.0,0,0,12409.15,15,Unknown
255,ORBON Extreme Load Anti Vibration Pads for Washing Machine | Washing Machine Feet Pads with Suction Cup | Shock Absorber Noise Cancelling Rubber Pads | Washer Support & Height Adjustment Feet (4 Pc),499.0,0,0,0,Electronics,"BUILT FOR EXTREME LOADS; Designed to withstand heavy washing machines, dryers, and refrigerators, these pads provide superior support, prevent skidding, absorb shocks, and ensure long-lasting durability and stability.
CUSTOMIZABLE HEIGHT; Easily adjust the height to stabilize washing machines, dryers, and refrigerators on uneven floors. Ensures perfect balance, reduces vibrations, and prevents unnecessary movement.
FITS EVERY HOME: These anti-vibration pads for washing machines, dryers, and refrigerators are perfect for homeowners, renters, and businesses. They reduce noise, protect floors, improve stability, and ensure easy installation.
STABLE APPLIANCES, PEACEFUL HOMES: Our foot pad 4-piece set eliminates noise and floor damage. Designed for stability and noise reduction, these vibration stopper & gripper pads protects surfaces and ensures a peaceful home—perfect for homeowners who prioritize comfort.
A THOUGHTFUL GIFT; An ideal housewarming gift for new homeowners, providing vibration dampening, noise reduction, and floor protection. Perfect for washing machines, dryers, and refrigerators, ensuring a hassle-free home setup.
ELEVATES YOUR LIFESTYLE & STATUS; Enhance your home with premium anti-slip pads that reflect attention to detail, modern appliance care, and superior home maintenance, ensuring a noise-free, stylish, and comfortable lifestyle.
INVEST IN QUALITY; Experience unmatched stability and noise reduction with our appliance support pads. Built with high-grade ABS for long-lasting performance, they protect your floors and appliances—worth every penny!",available,Screenshot_2025-06-18_192740.png,Anti Vibration Pads for Washing Machine,0.0,1.0,0,0,384.23,23,Unknown
256,"Dokro Electric Instant Egg Boiler | Boils 7 Eggs | 3 Boiling modes(soft, medium, hard) | Smart Overheat Protection | 75ml | Black | Includes 1 Measuring Cup",399.0,1,10,0,Kitchen Appliances,"3 BOILING MODES – Customize your eggs to your preference with precise water measurements: Soft Boil: Fill water up to 25ml Medium Boil: Fill water up to 50ml Hard Boil: Fill water up to 75ml
BLACK COLOR – The Black colour of this egg boiler is classy and adds a beautiful look to kitchen.
AUTO SHUT-OFF & LED INDICATOR – No need to monitor! The built-in auto shut-off ensures the device turns off as soon as the eggs are ready. The LED indicator notifies you when boiling is complete.
LARGE 7-EGG CAPACITY – Boil up to 7 eggs at once, perfect for families, meal prepping, or quick protein-rich meals.
MEASURING CUP WITH PIERCING PIN – Comes with a measuring cup to help add the exact amount of water needed for each type of boil. The cup also includes a built-in pin to pierce eggs before cooking, preventing cracks.
EASY-TO-CLEAN – Designed with detachable parts, making it effortless to clean using a sponge and detergent.
COMPACT & SPACE-SAVING DESIGN – Ideal for small kitchens, dorm rooms, and offices. Its sleek and lightweight build makes storage easy.
DURABLE BOILER DESIGN – Made from high-quality PP plastic with a rust-proof stainless steel heating plate, ensuring longevity and efficient heating.",available,Screenshot_2025-06-18_192913.png,Egg Boiler,10.0,1.0,0,0,295.26,26,Unknown
257,"Longway Automatic Electric Roti Maker | Non-Stick Stainless Steel Press for Roti, Chapati & Parathas Multipurpose | 1 Year Warranty (1000 W, Silver)",1999.0,0,2,0,Kitchen Appliances,"Easy to Use: Effortlessly create perfect rotis/chapatis/parathas with our intuitive design and powerful 1000 W heating element. Simply prepare the dough, press, and it's that simple.
Non-Stick Surface: The high quality non-stick coating ensures your rotis won't stick, making cleanup a breeze.
Consistent Results: Achieve uniform thickness and even cooking every time, ensuring soft and fluffy rotis that everyone will love.
Quick Heating: The efficient heating element reaching the optimal temperature quickly ensures you can start cooking in no time, while gaining instant insight through the indicator lamp lighting up to signal optimal temperature attainment.
Compact and Portable: Lightweight and compact design makes it easy to store and perfect for small kitchens or on the go use.
",available,Screenshot_2025-06-18_193006.png, Electric Roti Maker ,0.0,1.0,0,0,1899.05,5,Unknown
258,"boAt Stone Spinx Pro Bluetooth Speaker with 20 W RMS Sound, Up to 8 hrs of Playtime, BTv5.0, Built-in Mic, RGB LEDs, TWS Feature, TF Card, AUX Port & USB Type-C Port(Tropical Blue)",1299.0,0,2,0,Electronics,"20 W RMS Sound: Dive into the sound that enraptures your attention with the 20 W RMS output of the boAt Stone Spinx Pro Bluetooth Speaker. The powerful boAt Signature Sound is sure to lend a captivating listening experience with its balanced audio and bass.
Attractive RGB Lights: Host parties filled with enthralling beats and head-turning RGB LEDs to set the vibe. Tune and tap your feet to the ultimate audio-visual entertainment.
Up to 8 hrs Playtime: Relax to the sound of your playlist for up to 8 hours without having to juice up this speaker. Escape reality and enter the audio realm break-free!
TWS Feature: Your house parties will be memorable with thumping music when you use the TWS functionality, where you can pair two Spinx Pro speakers wirelessly and have endless fun.
Inbuilt Microphone: Using the speaker's built-in microphone, you can attend calls hands-free. Enjoy crystal-clear audio as you catch up with your buddies or finish work calls without hassles.
Multiple Ports (USB, AUX, BT 5.0, TF card): Connect to audio bliss the way you want as this speaker offers a multitude of connectivity options. You can experience wireless delight with Bluetooth v5.0 compatibility or use one of the several available ports like USB, AUX, and TF card.
Portable Design: Spinx Pro is every audiophileâ€s perfect travel companion, thanks to its compact and lightweight build. Unwind at the beach to your most loved songs or start an impromptu dance session on your vacay with this handy speaker.
Speaker, bluetooth speaker, speakers bluetooth, speakers, party speakers, speaker bluetooth, wireless speakers, speakers with mic, speakers, boat Stone Spinx Pro, Stone Spinx Pro, boat stone speaker, stone bluetooth speakers, boat Stone Spinx Pro, stone speakers, boat speakers, boat wireless speakers, boat party speakers, boat partypal, boat bt speakers, bt speakers",available,Screenshot_2025-06-18_193152.png,Speaker,0.0,1.0,0,0,1195.08,8,Boat
